nombre,cue,distrito,sector,nivel,modalidad
"CENTRO DE ADULTOS Nº701 ""SARMIENTO"" AERONÁUTICA ARGENTINA",604521,General Belgrano,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""DR. JOSÉ MARIA MAGGI""",611028,General Belgrano,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DR. JOSÉ MARIA MAGGI""",611028,General Belgrano,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""DR. JOSÉ MARIA MAGGI""",611028,General Belgrano,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº74,616328,General Belgrano,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TÉCNICA Nº74,604524,General Belgrano,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""MERCEDITAS""",604522,General Belgrano,Estatal,Nivel Inicial,Educación Común
EXTENSION I A IS Nº74,604524,Pila,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""WALT DISNEY""",602136,General Guido,Estatal,Nivel Inicial,Educación Común
"JARDÍN DE INFANTES Nº902 ""PADRE JOSUE CHAVEZ PAZ""",602135,General Guido,Estatal,Nivel Inicial,Educación Común
ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,607942,General Guido,Estatal,Nivel Secundario,Educación Común
"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DR. IBERICO DE AMEZOLA""",602134,General Guido,Estatal,Nivel Secundario,Educación Común
"ESCUELA DE EDUCACIÓN PRIMARIA Nº1 ""DOMINGO FAUSTINO SARMIENTO""",607947,General Guido,Estatal,Nivel Primario,Educación Común
CENTRO DE ADULTOS Nº701,603105,General La Madrid,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702,603104,General La Madrid,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""SAN FRANCISCO DE ASIS""",609154,General La Madrid,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""SAN FRANCISCO DE ASIS""",609154,General La Madrid,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""SAN FRANCISCO DE ASIS""",609154,General La Madrid,Estatal,Nivel Primario,Modalidad Especial
"CENTRO DE EDUCACION FISICA Nº66 ""DR. RENE FAVALORO""",616329,General La Madrid,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº72,609097,General La Madrid,Estatal,Nivel Superior (**),Educación Común
CENTRO DE ADULTOS Nº701,608720,General Lavalle,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702,608716,General Lavalle,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE EDUCACION FÍSICA Nº116 ""JOSÉ MANUEL MORENO""",616330,General Lavalle,Estatal,Educación Física (C.E.F.),Educación Física
"JARDÍN DE INFANTES Nº901 ""MERCEDITAS""",608717,General Lavalle,Estatal,Nivel Inicial,Educación Común
"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""GRAL. M. BELGRANO""",608718,General Lavalle,Estatal,Nivel Secundario,Educación Común
ESCUELA DE ARTE Nº1,614560,General Juan Madariaga,Estatal,Nivel Superior (**),Modalidad Artística
ESCUELA DE ARTE Nº1,614560,General Juan Madariaga,Estatal,Ciclo Medio,Modalidad Artística
ESCUELA DE ARTE Nº1,614560,General Juan Madariaga,Estatal,Ciclo de Iniciación,Modalidad Artística
CENTRO DE ADULTOS Nº702/01,600991,General Juan Madariaga,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,600991,General Juan Madariaga,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""JOSÉ MANUEL ESTRADA""",600991,General Juan Madariaga,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,610926,General Juan Madariaga,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,610926,General Juan Madariaga,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,610926,General Juan Madariaga,Estatal,Nivel Primario,Modalidad Especial
"CENTRO DE EDUCACION FISICA Nº29 ""SANTIAGO CIMOS""",616331,General Juan Madariaga,Estatal,Educación Física (C.E.F.),Educación Física
"INSTITUTO SUPERIOR DE FORM. DOC. Nº59 ""DR. CARLOS MADARIAGA""",604423,General Juan Madariaga,Estatal,Nivel Superior (**),Educación Común
EXTENSIÓN DE LA ESCUELA DE ARTE N°1 DE GENERAL MADARIAGA EN VILLA GESELL,614560,Villa Gesell,Estatal,Ciclo Medio,Modalidad Artística
EXTENSIÓN DE LA ESCUELA DE ARTE N°1 DE GENERAL MADARIAGA EN VILLA GESELL,614560,Villa Gesell,Estatal,Nivel Superior (**),Modalidad Artística
CENTRO DE ADULTOS Nº702/01,601878,General Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,601878,General Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,607574,General Paz,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,607574,General Paz,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,607574,General Paz,Estatal,Nivel Primario,Modalidad Especial
INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TÉCNICA Nº212,623275,General Paz,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""25 DE MAYO""",601882,General Paz,Estatal,Nivel Inicial,Educación Común
"JARDÍN DE INFANTES Nº902 ""CANDIDO MONEO SANZ""",601879,General Paz,Estatal,Nivel Inicial,Educación Común
"ESCUELA DE ADULTOS Nº701 ""FUERTE ANCALOO""",605865,General Pinto,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,605865,General Pinto,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,600217,General Pinto,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,600217,General Pinto,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,600217,General Pinto,Estatal,Nivel Primario,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,600217,General Pinto,Estatal,Nivel Primario,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,600217,General Pinto,Estatal,Formación Integral,Modalidad Especial
"CENTRO DE EDUCACION FÍSICA Nº58 ""PROF. ERNESTO FIORINI""",616332,General Pinto,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº133,600219,General Pinto,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""BERNARDINO RIVADAVIA""",605867,General Pinto,Estatal,Nivel Inicial,Educación Común
"INSTITUTO DEL PROFESORADO DE ARTE ""ADOLFO ABALOS""",605692,General Pueyrredón,Estatal,Ciclo Medio,Modalidad Artística
"INSTITUTO DEL PROFESORADO DE ARTE ""ADOLFO ABALOS""",605692,General Pueyrredón,Estatal,Nivel Superior (**),Modalidad Artística
"INSTITUTO DEL PROFESORADO DE ARTE ""ADOLFO ABALOS""",605692,General Pueyrredón,Estatal,Cursos y Talleres,Modalidad Artística
ESCUELA DE CERAMICA DE MAR DEL PLATA,605974,General Pueyrredón,Estatal,Cursos y Talleres,Modalidad Artística
ESCUELA DE CERAMICA DE MAR DEL PLATA,605974,General Pueyrredón,Estatal,Nivel Superior (**),Modalidad Artística
"CONSERVATORIO PROVINCIAL ""LUIS GIANNEO""",614562,General Pueyrredón,Estatal,Cursos y Talleres,Modalidad Artística
"CONSERVATORIO PROVINCIAL ""LUIS GIANNEO""",614562,General Pueyrredón,Estatal,Ciclo de Iniciación,Modalidad Artística
"CONSERVATORIO PROVINCIAL ""LUIS GIANNEO""",614562,General Pueyrredón,Estatal,Ciclo Medio,Modalidad Artística
"CONSERVATORIO PROVINCIAL ""LUIS GIANNEO""",614562,General Pueyrredón,Estatal,Nivel Superior (**),Modalidad Artística
"ESCUELA SUPERIOR DE ARTES VISUALES ""MARTÍN A MALHARRO""",603170,General Pueyrredón,Estatal,Cursos y Talleres,Modalidad Artística
"ESCUELA SUPERIOR DE ARTES VISUALES ""MARTÍN A MALHARRO""",603170,General Pueyrredón,Estatal,Ciclo de Iniciación,Modalidad Artística
"ESCUELA SUPERIOR DE ARTES VISUALES ""MARTÍN A MALHARRO""",603170,General Pueyrredón,Estatal,Nivel Superior (**),Modalidad Artística
CENTRO DE ADULTOS Nº707/06,611694,General Pueyrredón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/06,611694,General Pueyrredón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº706 ""MARÍA EVA DUARTE""",611694,General Pueyrredón,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO EDUCATIVO NIVEL SECUNDARIO Nº453 ""CONSCRIPT ANACLETO BERNARDI""",614352,Coronel de Marina Leonardo Rosales,Estatal,Nivel Medio,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702,601798,Coronel de Marina Leonardo Rosales,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,601792,Coronel de Marina Leonardo Rosales,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,601792,Coronel de Marina Leonardo Rosales,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705,601687,Coronel de Marina Leonardo Rosales,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""BARTOLOMÉ MITRE""",601792,Coronel de Marina Leonardo Rosales,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""CAPITAN FELIX DUFOURQ""",607171,Coronel de Marina Leonardo Rosales,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CAPITAN FELIX DUFOURQ""",607171,Coronel de Marina Leonardo Rosales,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CAPITAN FELIX DUFOURQ""",607171,Coronel de Marina Leonardo Rosales,Estatal,Formación Integral,Modalidad Especial
CENTRO DE ADULTOS Nº702/01,609057,General Rodríguez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703,603026,General Rodríguez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,609057,General Rodríguez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705,603031,General Rodríguez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE EDUCACION DE ADULTOS Nº706/01,609057,General Rodríguez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707,603030,General Rodríguez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708,609058,General Rodríguez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,609057,General Rodríguez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CONSERVATORIO DE MUSICA,609446,General San Martín,Estatal,Ciclo Medio,Modalidad Artística
CONSERVATORIO DE MUSICA,609446,General San Martín,Estatal,Nivel Superior (**),Modalidad Artística
CONSERVATORIO DE MUSICA,609446,General San Martín,Estatal,Ciclo de Iniciación,Modalidad Artística
ESCUELA DE ARTES VISUALES,607349,General San Martín,Estatal,Ciclo de Iniciación,Modalidad Artística
ESCUELA DE ARTES VISUALES,607349,General San Martín,Estatal,Nivel Superior (**),Modalidad Artística
CENTRO DE ADULTOS Nº706/01,613141,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/01,613141,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/04,611472,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710/02,609980,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/04,611472,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº717,609980,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº721/02,609980,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""ANIBAL MORELLO""",613141,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº702,609980,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº704 ""EJERCITO DE LOS ANDES""",611472,General San Martín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
EXTENSIÓN I DE LA ESCUELA DE ARTES VISUALES DE GENERAL SAN MARTÍN,607349,San Isidro,Estatal,Nivel Superior (**),Modalidad Artística
EXTENSIÓN I DE LA ESCUELA DE ARTES VISUALES DE GENERAL SAN MARTÍN,607349,San Isidro,Estatal,Ciclo de Iniciación,Modalidad Artística
CENTRO DE ADULTOS Nº704/02,602107,José C. Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/02,602107,José C. Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/02,602107,José C. Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""FLORENTINO AMEGHINO""",611665,José C. Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº702,602107,José C. Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº703,604773,José C. Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,607897,José C. Paz,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº501,607897,José C. Paz,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,607897,José C. Paz,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""MELVIN JONES""",606066,José C. Paz,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""MELVIN JONES""",606066,José C. Paz,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""MELVIN JONES""",606066,José C. Paz,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""MELVIN JONES""",606066,José C. Paz,Estatal,Nivel Primario,Modalidad Especial
CENTRO DE ADULTOS Nº710/03,613698,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº712/04,613704,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/02,613696,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/02,613696,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/01,613692,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº713/04,613704,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº714/04,613704,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/03,613698,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/02,613696,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/01,613692,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""PERITO F. MORENO""",613692,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº702,613696,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº703,613698,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº704 ""LOS GAUCHOS DE GÜEMES""",613704,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº716,614093,Malvinas Argentinas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705,611054,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706,611054,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE ADULTOS Nº708/3 ""DR. JUAN MADERA""",600587,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709,614092,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707,611054,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710,614092,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""EDUARDO E FERREYRA""",610120,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""DR. ALBERT SCHWEITZER""",611054,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº703 ""DR. JUAN MADERA""",600587,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº704 ""EVA DUARTE DE PERON""",614092,San Miguel,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº502,605666,San Miguel,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº502,605666,San Miguel,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,605666,San Miguel,Estatal,Nivel Primario,Modalidad Especial
"JARDÍN DE INFANTES Nº914 ""HERMINIA BRUMANA""",612631,Pilar,Estatal,Nivel Inicial,Educación Común
ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,612501,Pilar,Estatal,Nivel Secundario,Educación Común
"ESCUELA DE EDUCACIÓN PRIMARIA Nº38 ""BARTOLOME MITRE""",612637,Pilar,Estatal,Nivel Primario,Educación Común
"ESCUELA DE EDUCACIÓN PRIMARIA Nº39 ""MARCOS SASTRE""",612448,Pilar,Estatal,Nivel Primario,Educación Común
CENTRO DE ADULTOS Nº702/01,613145,Pilar,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/01,613145,Pilar,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/01,613145,Pilar,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,613145,Pilar,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1,615072,Zárate,Estatal,Cursos y Talleres,Modalidad Artística
CENTRO DE ADULTOS Nº704/02,600164,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/05,605912,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707/02,600164,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/03,605769,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/02,600164,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710/03,605769,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº712/03,605769,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""ISLAS MALVINAS""",600164,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº703 ""PABLO ANTONIO PIZZURNO""",605769,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº705 ""PATRICIAS ARGENTINAS""",605912,Zárate,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""RICARDO GUTIERREZ""",605738,Zárate,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""RICARDO GUTIERREZ""",605738,Zárate,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""RICARDO GUTIERREZ""",605738,Zárate,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CEFERINO NAMUNCURA""",604578,General Viamonte,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CEFERINO NAMUNCURA""",604578,General Viamonte,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CEFERINO NAMUNCURA""",604578,General Viamonte,Estatal,Nivel Primario,Modalidad Especial
C.E.A.T. Nº1,615074,General Viamonte,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº94,616338,General Viamonte,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº60,603393,General Viamonte,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""MERCEDITAS DE SAN MARTÍN""",609491,General Viamonte,Estatal,Nivel Inicial,Educación Común
CENTRO DE ADULTOS Nº702,607698,General Villegas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703,601970,General Villegas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""MARTÍN MIGUEL DE GÜEMES""",603590,General Villegas,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,607459,General Villegas,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,607459,General Villegas,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,607459,General Villegas,Estatal,Nivel Primario,Modalidad Especial
"C.E.A.T. Nº1 ""MARIO PANTALEO""",615076,General Villegas,Estatal,Nivel Inicial,Modalidad Especial
"CENTRO DE ADULTOS Nº701 ""GEORGINA VALDEZ DE LAPARGUE""",606608,Adolfo Gonzales Chaves,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""ADOLFO G. CHAVES""",606609,Adolfo Gonzales Chaves,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ADOLFO G. CHAVES""",606609,Adolfo Gonzales Chaves,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ADOLFO G. CHAVES""",606609,Adolfo Gonzales Chaves,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ADOLFO G. CHAVES""",606609,Adolfo Gonzales Chaves,Estatal,Formación Integral,Modalidad Especial
CENTRO DE EDUCACION FISICA Nº38,616340,Adolfo Gonzales Chaves,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº68,606610,Adolfo Gonzales Chaves,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""DR. OSVALDO M. ZARINI""",600928,Adolfo Gonzales Chaves,Estatal,Nivel Inicial,Educación Común
"CENTRO DE ADULTOS Nº701 ""ALFONSINA STORNI""",604821,Guaminí,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702,611288,Guaminí,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE ADULTOS Nº703 ""PAULA A. DE SARMIENTO""",604820,Guaminí,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""ANSELMO BARABINO""",611287,Guaminí,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ANSELMO BARABINO""",611287,Guaminí,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""ANSELMO BARABINO""",611287,Guaminí,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº502,622663,Guaminí,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº502,622663,Guaminí,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
ESCUELA ESPECIAL Nº502,622663,Guaminí,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,622663,Guaminí,Estatal,Nivel Primario,Modalidad Especial
CENTRO DE ADULTOS Nº703/01,608575,Benito Juárez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704,600737,Benito Juárez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""GRAL. JUAN MANUEL DE ROSAS""",608575,Benito Juárez,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""MARIANO ROLDAN""",609607,Benito Juárez,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""MARIANO ROLDAN""",609607,Benito Juárez,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""MARIANO ROLDAN""",609607,Benito Juárez,Estatal,Nivel Inicial,Modalidad Especial
"ANEXO ESCUELA ESPECIAL Nº541 ""ROSARIO VERA PEÑALOZA""",609607,Benito Juárez,Estatal,Formación Integral,Modalidad Especial
"ANEXO ESCUELA ESPECIAL Nº541 ""ROSARIO VERA PEÑALOZA""",609607,Benito Juárez,Estatal,Nivel Primario,Modalidad Especial
"ANEXO ESCUELA ESPECIAL Nº541 ""ROSARIO VERA PEÑALOZA""",609607,Benito Juárez,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº50,616342,Benito Juárez,Estatal,Educación Física (C.E.F.),Educación Física
CENTRO DE EDUCACION FÍSICA Nº115,616343,Benito Juárez,Estatal,Educación Física (C.E.F.),Educación Física
ESCUELA PROVINCIAL DE ARTE,609483,Junín,Estatal,Ciclo de Iniciación,Modalidad Artística
ESCUELA PROVINCIAL DE ARTE,609483,Junín,Estatal,Nivel Superior (**),Modalidad Artística
